
1000,Wheat ultra strong flourKITAKAORI(Japanese)
1001,Wheat ultra strong flourHARUYOKOI(Japanese)
1002,Wheat ultra strong flourHARUKIRARI(Japanese)
1003,Wheat ultra strong flourHARUYUTAKA(Japanese)
1004,Wheat ultra strong flourNANBU wheat(Japanese)
1005,Wheat ultra strong flourYUKICHIKARA(Japanese)
1006,Wheat ultra strong flourDouble 8-Gou(Japanese)
1007,Wheat ultra strong flourYUMASHIHOU(Japanese)
1008,Wheat ultra strong flourYUMAASAHI(Japanese)
1009,Wheat ultra strong flourNISHINOKAORI(Japanese)
1010,Wheat ultra strong flourMINAMINOKAORI(Japanese)
1011,Wheat ultra strong flourCHIKUGOIZUMI(Japanese)
1012,Wheat flourKITAKAORI(Japanese)
1013,Wheat flourHARUYOKOI(Japanese)
1014,Wheat flourHARUKIRARI(Japanese)
1015,Wheat flourHARUYUTAKA(Japanese)
1016,Wheat flourNANBU wheat(Japanese)
1017,Wheat flourYUKICHIKARA(Japanese)
1018,Wheat flourDouble 8-Gou(Japanese)
1019,Wheat flourYUMASHIHOU(Japanese)
1020,Wheat flourYUMAASAHI(Japanese)
1021,Wheat flourNISHINOKAORI(Japanese)
1022,Wheat flourMINAMINOKAORI(Japanese)
1023,Wheat flourCHIKUGOIZUMI(Japanese)
1024,Wheat quasi-strong flourKITAKAORI(Japanese)
1025,Wheat quasi-strong flourHARUYOKOI(Japanese)
1026,Wheat quasi-strong flourHARUKIRARI(Japanese)
1027,Wheat quasi-strong flourHARUYUTAKA(Japanese)
1028,Wheat quasi-strong flourNANBU wheat(Japanese)
1029,Wheat quasi-strong flourYUKICHIKARA(Japanese)
1030,Wheat quasi-strong flourDouble 8-Gou(Japanese)
1031,Wheat quasi-strong flourYUMASHIHOU(Japanese)
1032,Wheat quasi-strong flourYUMAASAHI(Japanese)
1033,Wheat quasi-strong flourNISHINOKAORI(Japanese)
1034,Wheat quasi-strong flourMINAMINOKAORI(Japanese)
1035,Wheat quasi-strong flourCHIKUGOIZUMI(Japanese)
1036,Wheat medium powdersKITAKAORI(Japanese)
1037,Wheat medium powdersHARUYOKOI(Japanese)
1038,Wheat medium powdersHARUKIRARI(Japanese)
1039,Wheat medium powdersHARUYUTAKA(Japanese)
1040,Wheat medium powdersNANBU wheat(Japanese)
1041,Wheat medium powdersYUKICHIKARA(Japanese)
1042,Wheat medium powdersDouble 8-Gou(Japanese)
1043,Wheat medium powdersYUMASHIHOU(Japanese)
1044,Wheat medium powdersYUMAASAHI(Japanese)
1045,Wheat medium powdersNISHINOKAORI(Japanese)
1046,Wheat medium powdersMINAMINOKAORI(Japanese)
1047,Wheat medium powdersCHIKUGOIZUMI(Japanese)
1048,Wheat flourKITAKAORI(Japanese)
1049,Wheat flourHARUYOKOI(Japanese)
1050,Wheat flourHARUKIRARI(Japanese)
1051,Wheat flourHARUYUTAKA(Japanese)
1052,Wheat flourNANBU wheat(Japanese)
1053,Wheat flourYUKICHIKARA(Japanese)
1054,Wheat flourDouble 8-Gou(Japanese)
1055,Wheat flourYUMASHIHOU(Japanese)
1056,Wheat flourYUMAASAHI(Japanese)
1057,Wheat flourNISHINOKAORI(Japanese)
1058,Wheat flourMINAMINOKAORI(Japanese)
1059,Wheat flourCHIKUGOIZUMI(Japanese)
1060,Wheat whole wheat flourKITAKAORI(Japanese)
1061,Wheat whole wheat flourHARUYOKOI(Japanese)
1062,Wheat whole wheat flourHARUKIRARI(Japanese)
1063,Wheat whole wheat flourHARUYUTAKA(Japanese)
1064,Wheat whole wheat flourNANBU wheat(Japanese)
1065,Wheat whole wheat flourYUKICHIKARA(Japanese)
1066,Wheat whole wheat flourDouble 8-Gou(Japanese)
1067,Wheat whole wheat flourYUMASHIHOU(Japanese)
1068,Wheat whole wheat flourYUMAASAHI(Japanese)
1069,Wheat whole wheat flourNISHINOKAORI(Japanese)
1070,Wheat whole wheat flourMINAMINOKAORI(Japanese)
1071,Wheat whole wheat flourCHIKUGOIZUMI(Japanese)
1072,Wheat germKITAKAORI(Japanese)
1073,Wheat germHARUYOKOI(Japanese)
1074,Wheat germHARUKIRARI(Japanese)
1075,Wheat germHARUYUTAKA(Japanese)
1076,Wheat germNANBU wheat(Japanese)
1077,Wheat germYUKICHIKARA(Japanese)
1078,Wheat germDouble 8-Gou(Japanese)
1079,Wheat germYUMASHIHOU(Japanese)
1080,Wheat germYUMAASAHI(Japanese)
1081,Wheat germNISHINOKAORI(Japanese)
1082,Wheat germMINAMINOKAORI(Japanese)
1083,Wheat germCHIKUGOIZUMI(Japanese)
1084,Rye flour(Japanese)
1085,Rice flour(Japanese)
1086,Corn flour(Japanese)
1087,Raw yeast(Japanese)
1088,Dry yeast(Japanese)
